days_since_birth,gender,measurement_type,percentile,value
2,male,weight,10,2.45
2,male,weight,25,2.67
2,male,weight,75,3.16
2,male,weight,90,3.4
2,male,weight,97,3.65
3,female,height,3,44.9
3,female,height,10,46.39
3,female,height,25,47.77
3,female,height,50,49.16
3,female,height,75,50.37
3,female,height,90,51.46
3,female,height,97,52.37
3,male,height,3,45.6
3,male,height,10,47.1
3,male,height,25,48.49
3,male,height,50,49.8
3,male,height,75,51.1
3,male,height,90,52.11
3,male,height,97,53.11
3,female,weight,10,2.34
3,female,weight,25,2.57
3,female,weight,50,2.81
3,female,weight,75,3.06
3,female,weight,90,3.28
3,female,weight,97,3.51
3,male,weight,3,2.22
3,male,weight,10,2.46
3,male,weight,25,2.68
3,male,weight,75,3.19
3,male,weight,90,3.43
3,male,weight,97,3.68
4,female,height,3,45.0333333333333
4,female,height,10,46.52
4,female,height,25,47.8933333333333
4,female,height,50,49.28
4,female,height,75,50.4933333333333
4,female,height,90,51.58
4,female,height,97,52.4933333333333
4,male,height,3,45.7333333333333
4,male,height,10,47.2333333333333
4,male,height,25,48.62
4,male,height,50,49.9333333333333
4,male,height,75,51.2333333333333
4,male,height,90,52.2466666666667
4,male,height,97,53.2466666666667
4,female,weight,10,2.35
4,female,weight,25,2.57
4,female,weight,50,2.82
4,female,weight,75,3.07
4,female,weight,90,3.3
4,female,weight,97,3.51
4,male,weight,3,2.22
4,male,weight,10,2.48
4,male,weight,25,2.7
4,male,weight,75,3.21
4,male,weight,90,3.46
4,male,weight,97,3.7
5,female,height,3,45.1666666666667
5,female,height,10,46.65
5,female,height,25,48.0166666666667
5,female,height,50,49.4
5,female,height,75,50.6166666666667
5,female,height,90,51.7
5,female,height,97,52.6166666666667
5,male,height,3,45.8666666666667
5,male,height,10,47.3666666666667
5,male,height,25,48.75
5,male,height,50,50.0666666666667
5,male,height,75,51.3666666666667
5,male,height,90,52.3833333333333
5,male,height,97,53.3833333333333
5,female,weight,10,2.38730769230769
5,female,weight,25,2.60961538461538
5,female,weight,50,2.86192307692308
5,female,weight,75,3.11384615384615
5,female,weight,90,3.34538461538462
5,female,weight,97,3.55730769230769
5,male,weight,3,2.25884615384615
5,male,weight,10,2.52038461538462
5,male,weight,25,2.74307692307692
5,male,weight,75,3.25846153846154
5,male,weight,90,3.51
5,male,weight,97,3.75153846153846
6,female,height,3,45.3
6,female,height,10,46.78
6,female,height,25,48.14
6,female,height,50,49.52
6,female,height,75,50.74
6,female,height,90,51.82
6,female,height,97,52.74
6,male,height,3,46.0
6,male,height,10,47.5
6,male,height,25,48.88
6,male,height,50,50.2
6,male,height,75,51.5
6,male,height,90,52.52
6,male,height,97,53.52
6,female,weight,10,2.42461538461538
6,female,weight,25,2.64923076923077
6,female,weight,50,2.90384615384615
6,female,weight,75,3.15769230769231
6,female,weight,90,3.39076923076923
6,female,weight,97,3.60461538461538
6,male,weight,3,2.29769230769231
6,male,weight,10,2.56076923076923
6,male,weight,25,2.78615384615385
6,male,weight,75,3.30692307692308
6,male,weight,90,3.56
6,male,weight,97,3.80307692307692
7,female,height,3,45.4333333333333
7,female,height,10,46.91
7,female,height,25,48.2633333333333
7,female,height,50,49.64
7,female,height,75,50.8633333333333
7,female,height,90,51.94
7,female,height,97,52.8633333333333
7,male,height,3,46.1333333333333
7,male,height,10,47.6333333333333
7,male,height,25,49.01
7,male,height,50,50.3333333333333
7,male,height,75,51.6333333333333
7,male,height,90,52.6566666666667
7,male,height,97,53.6566666666667
7,female,weight,10,2.46192307692308
7,female,weight,25,2.68884615384615
7,female,weight,50,2.94576923076923
7,female,weight,75,3.20153846153846
7,female,weight,90,3.43615384615385
7,female,weight,97,3.65192307692308
7,male,weight,3,2.33653846153846
7,male,weight,10,2.60115384615385
7,male,weight,25,2.82923076923077
7,male,weight,75,3.35538461538462
7,male,weight,90,3.61
7,male,weight,97,3.85461538461538
8,female,height,3,45.5666666666667
8,female,height,10,47.04
8,female,height,25,48.3866666666667
8,female,height,50,49.76
8,female,height,75,50.9866666666667
8,female,height,90,52.06
8,female,height,97,52.9866666666667
8,male,height,3,46.2666666666667
8,male,height,10,47.7666666666667
8,male,height,25,49.14
8,male,height,50,50.4666666666667
8,male,height,75,51.7666666666667
8,male,height,90,52.7933333333333
8,male,height,97,53.7933333333333
8,female,weight,10,2.49923076923077
8,female,weight,25,2.72846153846154
8,female,weight,50,2.98769230769231
8,female,weight,75,3.24538461538462
8,female,weight,90,3.48153846153846
8,female,weight,97,3.69923076923077
8,male,weight,3,2.37538461538462
8,male,weight,10,2.64153846153846
8,male,weight,25,2.87230769230769
8,male,weight,75,3.40384615384615
8,male,weight,90,3.66
8,male,weight,97,3.90615384615385
9,female,height,3,45.7
9,female,height,10,47.17
9,female,height,25,48.51
9,female,height,50,49.88
9,female,height,75,51.11
9,female,height,90,52.18
9,female,height,97,53.11
9,male,height,3,46.4
9,male,height,10,47.9
9,male,height,25,49.27
9,male,height,50,50.6
9,male,height,75,51.9
9,male,height,90,52.93
9,male,height,97,53.93
9,female,weight,10,2.53653846153846
9,female,weight,25,2.76807692307692
9,female,weight,50,3.02961538461538
9,female,weight,75,3.28923076923077
9,female,weight,90,3.52692307692308
9,female,weight,97,3.74653846153846
9,male,weight,3,2.41423076923077
9,male,weight,10,2.68192307692308
9,male,weight,25,2.91538461538462
9,male,weight,75,3.45230769230769
9,male,weight,90,3.71
9,male,weight,97,3.95769230769231
10,female,height,3,45.8333333333333
10,female,height,10,47.3
10,female,height,25,48.6333333333333
10,female,height,50,50.0
10,female,height,75,51.2333333333333
10,female,height,90,52.3
10,female,height,97,53.2333333333333
10,male,height,3,46.5333333333333
10,male,height,10,48.0333333333333
10,male,height,25,49.4
10,male,height,50,50.7333333333333
10,male,height,75,52.0333333333333
10,male,height,90,53.0666666666667
10,male,height,97,54.0666666666667
10,female,weight,10,2.57384615384615
10,female,weight,25,2.80769230769231
10,female,weight,50,3.07153846153846
10,female,weight,75,3.33307692307692
10,female,weight,90,3.57230769230769
10,female,weight,97,3.79384615384615
10,male,weight,3,2.45307692307692
10,male,weight,10,2.72230769230769
10,male,weight,25,2.95846153846154
10,male,weight,75,3.50076923076923
10,male,weight,90,3.76
10,male,weight,97,4.00923076923077
11,female,height,3,45.9666666666667
11,female,height,10,47.43
11,female,height,25,48.7566666666667
11,female,height,50,50.12
11,female,height,75,51.3566666666667
11,female,height,90,52.42
11,female,height,97,53.3566666666667
11,male,height,3,46.6666666666667
11,male,height,10,48.1666666666667
11,male,height,25,49.53
11,male,height,50,50.8666666666667
11,male,height,75,52.1666666666667
11,male,height,90,53.2033333333333
11,male,height,97,54.2033333333333
11,female,weight,10,2.61115384615385
11,female,weight,25,2.84730769230769
11,female,weight,50,3.11346153846154
11,female,weight,75,3.37692307692308
11,female,weight,90,3.61769230769231
11,female,weight,97,3.84115384615385
11,male,weight,3,2.49192307692308
11,male,weight,10,2.76269230769231
11,male,weight,25,3.00153846153846
11,male,weight,75,3.54923076923077
11,male,weight,90,3.81
11,male,weight,97,4.06076923076923
12,female,height,3,46.1
12,female,height,10,47.56
12,female,height,25,48.88
12,female,height,50,50.24
12,female,height,75,51.48
12,female,height,90,52.54
12,female,height,97,53.48
12,male,height,3,46.8
12,male,height,10,48.3
12,male,height,25,49.66
12,male,height,50,51.0
12,male,height,75,52.3
12,male,height,90,53.34
12,male,height,97,54.34
12,female,weight,10,2.64846153846154
12,female,weight,25,2.88692307692308
12,female,weight,50,3.15538461538462
12,female,weight,75,3.42076923076923
12,female,weight,90,3.66307692307692
12,female,weight,97,3.88846153846154
12,male,weight,3,2.53076923076923
12,male,weight,10,2.80307692307692
12,male,weight,25,3.04461538461538
12,male,weight,75,3.59769230769231
12,male,weight,90,3.86
12,male,weight,97,4.11230769230769
13,female,height,3,46.2333333333333
13,female,height,10,47.69
13,female,height,25,49.0033333333333
13,female,height,50,50.36
13,female,height,75,51.6033333333333
13,female,height,90,52.66
13,female,height,97,53.6033333333333
13,male,height,3,46.9333333333333
13,male,height,10,48.4333333333333
13,male,height,25,49.79
13,male,height,50,51.1333333333333
13,male,height,75,52.4333333333333
13,male,height,90,53.4766666666667
13,male,height,97,54.4766666666667
13,female,weight,10,2.68576923076923
13,female,weight,25,2.92653846153846
13,female,weight,50,3.19730769230769
13,female,weight,75,3.46461538461538
13,female,weight,90,3.70846153846154
13,female,weight,97,3.93576923076923
13,male,weight,3,2.56961538461538
13,male,weight,10,2.84346153846154
13,male,weight,25,3.08769230769231
13,male,weight,75,3.64615384615385
13,male,weight,90,3.91
13,male,weight,97,4.16384615384615
14,female,height,3,46.3666666666667
14,female,height,10,47.82
14,female,height,25,49.1266666666667
14,female,height,50,50.48
14,female,height,75,51.7266666666667
14,female,height,90,52.78
14,female,height,97,53.7266666666667
14,male,height,3,47.0666666666667
14,male,height,10,48.5666666666667
14,male,height,25,49.92
14,male,height,50,51.2666666666667
14,male,height,75,52.5666666666667
14,male,height,90,53.6133333333333
14,male,height,97,54.6133333333333
14,female,weight,10,2.72307692307692
14,female,weight,25,2.96615384615385
14,female,weight,50,3.23923076923077
14,female,weight,75,3.50846153846154
14,female,weight,90,3.75384615384615
14,female,weight,97,3.98307692307692
14,male,weight,3,2.60846153846154
14,male,weight,10,2.88384615384615
14,male,weight,25,3.13076923076923
14,male,weight,75,3.69461538461538
14,male,weight,90,3.96
14,male,weight,97,4.21538461538462
15,female,height,3,46.5
15,female,height,10,47.95
15,female,height,25,49.25
15,female,height,50,50.6
15,female,height,75,51.85
15,female,height,90,52.9
15,female,height,97,53.85
15,male,height,3,47.2
15,male,height,10,48.7
15,male,height,25,50.05
15,male,height,50,51.4
15,male,height,75,52.7
15,male,height,90,53.75
15,male,height,97,54.75
15,female,weight,10,2.76038461538462
15,female,weight,25,3.00576923076923
15,female,weight,50,3.28115384615385
15,female,weight,75,3.55230769230769
15,female,weight,90,3.79923076923077
15,female,weight,97,4.03038461538462
15,male,weight,3,2.64730769230769
15,male,weight,10,2.92423076923077
15,male,weight,25,3.17384615384615
15,male,weight,75,3.74307692307692
15,male,weight,90,4.01
15,male,weight,97,4.26692307692308
16,female,height,3,46.6333333333333
16,female,height,10,48.08
16,female,height,25,49.3733333333333
16,female,height,50,50.72
16,female,height,75,51.9733333333333
16,female,height,90,53.02
16,female,height,97,53.9733333333333
16,male,height,3,47.3333333333333
16,male,height,10,48.8333333333333
16,male,height,25,50.18
16,male,height,50,51.5333333333333
16,male,height,75,52.8333333333333
16,male,height,90,53.8866666666667
16,male,height,97,54.8866666666667
16,female,weight,10,2.79769230769231
16,female,weight,25,3.04538461538462
16,female,weight,50,3.32307692307692
16,female,weight,75,3.59615384615385
16,female,weight,90,3.84461538461538
16,female,weight,97,4.07769230769231
16,male,weight,3,2.68615384615385
16,male,weight,10,2.96461538461538
16,male,weight,25,3.21692307692308
16,male,weight,75,3.79153846153846
16,male,weight,90,4.06
16,male,weight,97,4.31846153846154
17,female,height,3,46.7666666666667
17,female,height,10,48.21
17,female,height,25,49.4966666666667
17,female,height,50,50.84
17,female,height,75,52.0966666666667
17,female,height,90,53.14
17,female,height,97,54.0966666666667
17,male,height,3,47.4666666666667
17,male,height,10,48.9666666666667
17,male,height,25,50.31
17,male,height,50,51.6666666666667
17,male,height,75,52.9666666666667
17,male,height,90,54.0233333333333
17,male,height,97,55.0233333333333
17,female,weight,10,2.835
17,female,weight,25,3.085
17,female,weight,50,3.365
17,female,weight,75,3.64
17,female,weight,90,3.89
17,female,weight,97,4.125
17,male,weight,3,2.725
17,male,weight,10,3.005
17,male,weight,25,3.26
17,male,weight,75,3.84
17,male,weight,90,4.11
17,male,weight,97,4.37
18,female,height,3,46.9
18,female,height,10,48.34
18,female,height,25,49.62
18,female,height,50,50.96
18,female,height,75,52.22
18,female,height,90,53.26
18,female,height,97,54.22
18,male,height,3,47.6
18,male,height,10,49.1
18,male,height,25,50.44
18,male,height,50,51.8
18,male,height,75,53.1
18,male,height,90,54.16
18,male,height,97,55.16
18,female,weight,10,2.87230769230769
18,female,weight,25,3.12461538461538
18,female,weight,50,3.40692307692308
18,female,weight,75,3.68384615384615
18,female,weight,90,3.93538461538462
18,female,weight,97,4.17230769230769
18,male,weight,3,2.76384615384615
18,male,weight,10,3.04538461538462
18,male,weight,25,3.30307692307692
18,male,weight,75,3.88846153846154
18,male,weight,90,4.16
18,male,weight,97,4.42153846153846
19,female,height,3,47.0333333333333
19,female,height,10,48.47
19,female,height,25,49.7433333333333
19,female,height,50,51.08
19,female,height,75,52.3433333333333
19,female,height,90,53.38
19,female,height,97,54.3433333333333
19,male,height,3,47.7333333333333
19,male,height,10,49.2333333333333
19,male,height,25,50.57
19,male,height,50,51.9333333333333
19,male,height,75,53.2333333333333
19,male,height,90,54.2966666666667
19,male,height,97,55.2966666666667
19,female,weight,10,2.90961538461538
19,female,weight,25,3.16423076923077
19,female,weight,50,3.44884615384615
19,female,weight,75,3.72769230769231
19,female,weight,90,3.98076923076923
19,female,weight,97,4.21961538461539
19,male,weight,3,2.80269230769231
19,male,weight,10,3.08576923076923
19,male,weight,25,3.34615384615385
19,male,weight,75,3.93692307692308
19,male,weight,90,4.21
19,male,weight,97,4.47307692307692
20,female,height,3,47.1666666666667
20,female,height,10,48.6
20,female,height,25,49.8666666666667
20,female,height,50,51.2
20,female,height,75,52.4666666666667
20,female,height,90,53.5
20,female,height,97,54.4666666666667
20,male,height,3,47.8666666666667
20,male,height,10,49.3666666666667
20,male,height,25,50.7
20,male,height,50,52.0666666666667
20,male,height,75,53.3666666666667
20,male,height,90,54.4333333333333
20,male,height,97,55.4333333333333
20,female,weight,10,2.94692307692308
20,female,weight,25,3.20384615384615
20,female,weight,50,3.49076923076923
20,female,weight,75,3.77153846153846
20,female,weight,90,4.02615384615385
20,female,weight,97,4.26692307692308
20,male,weight,3,2.84153846153846
20,male,weight,10,3.12615384615385
20,male,weight,25,3.38923076923077
20,male,weight,75,3.98538461538462
20,male,weight,90,4.26
20,male,weight,97,4.52461538461539
21,female,height,3,47.3
21,female,height,10,48.73
21,female,height,25,49.99
21,female,height,50,51.32
21,female,height,75,52.59
21,female,height,90,53.62
21,female,height,97,54.59
21,male,height,3,48.0
21,male,height,10,49.5
21,male,height,25,50.83
21,male,height,50,52.2
21,male,height,75,53.5
21,male,height,90,54.57
21,male,height,97,55.57
21,female,weight,10,2.98423076923077
21,female,weight,25,3.24346153846154
21,female,weight,50,3.53269230769231
21,female,weight,75,3.81538461538462
21,female,weight,90,4.07153846153846
21,female,weight,97,4.31423076923077
21,male,weight,3,2.88038461538462
21,male,weight,10,3.16653846153846
21,male,weight,25,3.43230769230769
21,male,weight,75,4.03384615384615
21,male,weight,90,4.31
21,male,weight,97,4.57615384615385
22,female,height,3,47.4333333333333
22,female,height,10,48.86
22,female,height,25,50.1133333333333
22,female,height,50,51.44
22,female,height,75,52.7133333333333
22,female,height,90,53.74
22,female,height,97,54.7133333333333
22,male,height,3,48.1333333333333
22,male,height,10,49.6333333333333
22,male,height,25,50.96
22,male,height,50,52.3333333333333
22,male,height,75,53.6333333333333
22,male,height,90,54.7066666666667
22,male,height,97,55.7066666666667
22,female,weight,10,3.02153846153846
22,female,weight,25,3.28307692307692
22,female,weight,50,3.57461538461538
22,female,weight,75,3.85923076923077
22,female,weight,90,4.11692307692308
22,female,weight,97,4.36153846153846
22,male,weight,3,2.91923076923077
22,male,weight,10,3.20692307692308
22,male,weight,25,3.47538461538462
22,male,weight,75,4.08230769230769
22,male,weight,90,4.36
22,male,weight,97,4.62769230769231
23,female,height,3,47.5666666666667
23,female,height,10,48.99
23,female,height,25,50.2366666666667
23,female,height,50,51.56
23,female,height,75,52.8366666666667
23,female,height,90,53.86
23,female,height,97,54.8366666666667
23,male,height,3,48.2666666666667
23,male,height,10,49.7666666666667
23,male,height,25,51.09
23,male,height,50,52.4666666666667
23,male,height,75,53.7666666666667
23,male,height,90,54.8433333333333
23,male,height,97,55.8433333333333
23,female,weight,10,3.05884615384615
23,female,weight,25,3.32269230769231
23,female,weight,50,3.61653846153846
23,female,weight,75,3.90307692307692
23,female,weight,90,4.16230769230769
23,female,weight,97,4.40884615384615
23,male,weight,3,2.95807692307692
23,male,weight,10,3.24730769230769
23,male,weight,25,3.51846153846154
23,male,weight,75,4.13076923076923
23,male,weight,90,4.41
23,male,weight,97,4.67923076923077
24,female,height,3,47.7
24,female,height,10,49.12
24,female,height,25,50.36
24,female,height,50,51.68
24,female,height,75,52.96
24,female,height,90,53.98
24,female,height,97,54.96
24,male,height,3,48.4
24,male,height,10,49.9
24,male,height,25,51.22
24,male,height,50,52.6
24,male,height,75,53.9
24,male,height,90,54.98
24,male,height,97,55.98
24,female,weight,10,3.09615384615385
24,female,weight,25,3.36230769230769
24,female,weight,50,3.65846153846154
24,female,weight,75,3.94692307692308
24,female,weight,90,4.20769230769231
24,female,weight,97,4.45615384615385
24,male,weight,3,2.99692307692308
24,male,weight,10,3.28769230769231
24,male,weight,25,3.56153846153846
24,male,weight,75,4.17923076923077
24,male,weight,90,4.46
24,male,weight,97,4.73076923076923
25,female,height,3,47.8333333333333
25,female,height,10,49.25
25,female,height,25,50.4833333333333
25,female,height,50,51.8
25,female,height,75,53.0833333333333
25,female,height,90,54.1
25,female,height,97,55.0833333333333
25,male,height,3,48.5333333333333
25,male,height,10,50.0333333333333
25,male,height,25,51.35
25,male,height,50,52.7333333333333
25,male,height,75,54.0333333333333
25,male,height,90,55.1166666666667
25,male,height,97,56.1166666666667
25,female,weight,10,3.13346153846154
25,female,weight,25,3.40192307692308
25,female,weight,50,3.70038461538462
25,female,weight,75,3.99076923076923
25,female,weight,90,4.25307692307692
25,female,weight,97,4.50346153846154
25,male,weight,3,3.03576923076923
25,male,weight,10,3.32807692307692
25,male,weight,25,3.60461538461538
25,male,weight,75,4.22769230769231
25,male,weight,90,4.51
25,male,weight,97,4.78230769230769
26,female,height,3,47.9666666666667
26,female,height,10,49.38
26,female,height,25,50.6066666666667
26,female,height,50,51.92
26,female,height,75,53.2066666666667
26,female,height,90,54.22
26,female,height,97,55.2066666666667
26,male,height,3,48.6666666666667
26,male,height,10,50.1666666666667
26,male,height,25,51.48
26,male,height,50,52.8666666666667
26,male,height,75,54.1666666666667
26,male,height,90,55.2533333333333
26,male,height,97,56.2533333333333
26,female,weight,10,3.17076923076923
26,female,weight,25,3.44153846153846
26,female,weight,50,3.74230769230769
26,female,weight,75,4.03461538461538
26,female,weight,90,4.29846153846154
26,female,weight,97,4.55076923076923
26,male,weight,3,3.07461538461538
26,male,weight,10,3.36846153846154
26,male,weight,25,3.64769230769231
26,male,weight,75,4.27615384615385
26,male,weight,90,4.56
26,male,weight,97,4.83384615384615
27,female,height,3,48.1
27,female,height,10,49.51
27,female,height,25,50.73
27,female,height,50,52.04
27,female,height,75,53.33
27,female,height,90,54.34
27,female,height,97,55.33
27,male,height,3,48.8
27,male,height,10,50.3
27,male,height,25,51.61
27,male,height,50,53.0
27,male,height,75,54.3
27,male,height,90,55.39
27,male,height,97,56.39
27,female,weight,10,3.20807692307692
27,female,weight,25,3.48115384615385
27,female,weight,50,3.78423076923077
27,female,weight,75,4.07846153846154
27,female,weight,90,4.34384615384616
27,female,weight,97,4.59807692307692
27,male,weight,3,3.11346153846154
27,male,weight,10,3.40884615384615
27,male,weight,25,3.69076923076923
27,male,weight,75,4.32461538461538
27,male,weight,90,4.61
27,male,weight,97,4.88538461538462
28,female,height,3,48.2333333333333
28,female,height,10,49.64
28,female,height,25,50.8533333333333
28,female,height,50,52.16
28,female,height,75,53.4533333333333
28,female,height,90,54.46
28,female,height,97,55.4533333333333
28,male,height,3,48.9333333333333
28,male,height,10,50.4333333333333
28,male,height,25,51.74
28,male,height,50,53.1333333333333
28,male,height,75,54.4333333333333
28,male,height,90,55.5266666666667
28,male,height,97,56.5266666666667
28,female,weight,10,3.24538461538462
28,female,weight,25,3.52076923076923
28,female,weight,50,3.82615384615385
28,female,weight,75,4.12230769230769
28,female,weight,90,4.38923076923077
28,female,weight,97,4.64538461538462
28,male,weight,3,3.15230769230769
28,male,weight,10,3.44923076923077
28,male,weight,25,3.73384615384615
28,male,weight,75,4.37307692307692
28,male,weight,90,4.66
28,male,weight,97,4.93692307692308
29,female,height,3,48.3666666666667
29,female,height,10,49.77
29,female,height,25,50.9766666666667
29,female,height,50,52.28
29,female,height,75,53.5766666666667
29,female,height,90,54.58
29,female,height,97,55.5766666666667
29,male,height,3,49.0666666666667
29,male,height,10,50.5666666666667
29,male,height,25,51.87
29,male,height,50,53.2666666666667
29,male,height,75,54.5666666666667
29,male,height,90,55.6633333333333
29,male,height,97,56.6633333333333
29,female,weight,10,3.28269230769231
29,female,weight,25,3.56038461538462
29,female,weight,50,3.86807692307692
29,female,weight,75,4.16615384615385
29,female,weight,90,4.43461538461539
29,female,weight,97,4.69269230769231
29,male,weight,3,3.19115384615385
29,male,weight,10,3.48961538461538
29,male,weight,25,3.77692307692308
29,male,weight,75,4.42153846153846
29,male,weight,90,4.71
29,male,weight,97,4.98846153846154
30,female,height,3,48.5
30,female,height,10,49.9
30,female,height,25,51.1
30,female,height,50,52.4
30,female,height,75,53.7
30,female,height,90,54.7
30,female,height,97,55.7
30,male,height,3,49.2
30,male,height,10,50.7
30,male,height,25,52.0
30,male,height,50,53.4
30,male,height,75,54.7
30,male,height,90,55.8
30,male,height,97,56.8
30,female,weight,10,3.32
30,female,weight,25,3.6
30,female,weight,50,3.91
30,female,weight,75,4.21
30,female,weight,90,4.48
30,female,weight,97,4.74
30,male,weight,3,3.23
30,male,weight,10,3.53
30,male,weight,25,3.82
30,male,weight,75,4.47
30,male,weight,90,4.76
30,male,weight,97,5.04
31,female,height,3,48.5666666666667
31,female,height,10,49.9666666666667
31,female,height,25,51.1666666666667
31,female,height,50,52.47
31,female,height,75,53.77
31,female,height,90,54.7733333333333
31,female,height,97,55.7733333333333
31,male,height,3,49.27
31,male,height,10,50.7666666666667
31,male,height,25,52.07
31,male,height,50,53.47
31,male,height,75,54.77
31,male,height,90,55.87
31,male,height,97,56.87
31,female,weight,10,3.33633333333333
31,female,weight,25,3.617
31,female,weight,50,3.92766666666667
31,female,weight,75,4.22866666666667
31,female,weight,90,4.49966666666667
31,female,weight,97,4.76066666666667
31,male,weight,3,3.24766666666667
31,male,weight,10,3.54866666666667
31,male,weight,25,3.84033333333333
31,male,weight,75,4.493
31,male,weight,90,4.78433333333333
31,male,weight,97,5.06533333333333
32,female,height,3,48.6333333333333
32,female,height,10,50.0333333333333
32,female,height,25,51.2333333333333
32,female,height,50,52.54
32,female,height,75,53.84
32,female,height,90,54.8466666666667
32,female,height,97,55.8466666666667
32,male,height,3,49.34
32,male,height,10,50.8333333333333
32,male,height,25,52.14
32,male,height,50,53.54
32,male,height,75,54.84
32,male,height,90,55.94
32,male,height,97,56.94
32,female,weight,10,3.35266666666667
32,female,weight,25,3.634
32,female,weight,50,3.94533333333333
32,female,weight,75,4.24733333333333
32,female,weight,90,4.51933333333333
32,female,weight,97,4.78133333333333
32,male,weight,3,3.26533333333333
32,male,weight,10,3.56733333333333
32,male,weight,25,3.86066666666667
32,male,weight,75,4.516
32,male,weight,90,4.80866666666667
32,male,weight,97,5.09066666666667
33,female,height,3,48.7
33,female,height,10,50.1
33,female,height,25,51.3
33,female,height,50,52.61
33,female,height,75,53.91
33,female,height,90,54.92
33,female,height,97,55.92
33,male,height,3,49.41
33,male,height,10,50.9
33,male,height,25,52.21
33,male,height,50,53.61
33,male,height,75,54.91
33,male,height,90,56.01
33,male,height,97,57.01
33,female,weight,10,3.369
33,female,weight,25,3.651
33,female,weight,50,3.963
33,female,weight,75,4.266
33,female,weight,90,4.539
33,female,weight,97,4.802
33,male,weight,3,3.283
33,male,weight,10,3.586
33,male,weight,25,3.881
33,male,weight,75,4.539
33,male,weight,90,4.833
33,male,weight,97,5.116
34,female,height,3,48.7666666666667
34,female,height,10,50.1666666666667
34,female,height,25,51.3666666666667
34,female,height,50,52.68
34,female,height,75,53.98
34,female,height,90,54.9933333333333
34,female,height,97,55.9933333333333
34,male,height,3,49.48
34,male,height,10,50.9666666666667
34,male,height,25,52.28
34,male,height,50,53.68
34,male,height,75,54.98
34,male,height,90,56.08
34,male,height,97,57.08
34,female,weight,10,3.38533333333333
34,female,weight,25,3.668
34,female,weight,50,3.98066666666667
34,female,weight,75,4.28466666666667
34,female,weight,90,4.55866666666667
34,female,weight,97,4.82266666666667
34,male,weight,3,3.30066666666667
34,male,weight,10,3.60466666666667
34,male,weight,25,3.90133333333333
34,male,weight,75,4.562
34,male,weight,90,4.85733333333333
34,male,weight,97,5.14133333333333
35,female,height,3,48.8333333333333
35,female,height,10,50.2333333333333
35,female,height,25,51.4333333333333
35,female,height,50,52.75
35,female,height,75,54.05
35,female,height,90,55.0666666666667
35,female,height,97,56.0666666666667
35,male,height,3,49.55
35,male,height,10,51.0333333333333
35,male,height,25,52.35
35,male,height,50,53.75
35,male,height,75,55.05
35,male,height,90,56.15
35,male,height,97,57.15
35,female,weight,10,3.40166666666667
35,female,weight,25,3.685
35,female,weight,50,3.99833333333333
35,female,weight,75,4.30333333333333
35,female,weight,90,4.57833333333333
35,female,weight,97,4.84333333333333
35,male,weight,3,3.31833333333333
35,male,weight,10,3.62333333333333
35,male,weight,25,3.92166666666667
35,male,weight,75,4.585
35,male,weight,90,4.88166666666667
35,male,weight,97,5.16666666666667
36,female,height,3,48.9
36,female,height,10,50.3
36,female,height,25,51.5
36,female,height,50,52.82
36,female,height,75,54.12
36,female,height,90,55.14
36,female,height,97,56.14
36,male,height,3,49.62
36,male,height,10,51.1
36,male,height,25,52.42
36,male,height,50,53.82
36,male,height,75,55.12
36,male,height,90,56.22
36,male,height,97,57.22
